FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
돌산동물병원,전라남도 여수시 돌산읍 망월대길 11-2,,061-644-2783,,34.61534119,127.7228317
동구종합동물병원,부산광역시 동구 망양로 835-1 (수정동),,051-441-6383,,35.13607407,129.0456848
동래종합동물병원,"부산광역시 동래구 금강로 69 (온천동, 온천프라자)",월 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 화 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 수 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 목 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 금 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 토 09:30 - 17:00 | 12:30 - 13:30 휴게시간 | 일 정기휴무 (매주 일요일),051-558-0775,https://blog.naver.com/dongrae0775,35.21560669,129.0773926
동명동물병원,대구광역시 북구 칠곡중앙대로 531 (읍내동),,053-323-0033,,35.9431572,128.5504608
동물권행동 카라 동물병원,경기도 파주시 법원읍 술이홀로 1409,,02-6380-0999,,37.89339447,126.8798599
동물메디컬센터W,서울특별시 마포구 월드컵로30길 46 (성산동),매일 00:00 - 24:00 | 13:00 - 14:00 휴게시간,02-323-8275,https://blog.naver.com/animalmedical,37.5534668,126.9123077
동물병원 공감,서울특별시 강동구 양재대로 1609 (천호동),월 11:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 화 11:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 수 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 목 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 금 11:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 토 11:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 일 11:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감,0507-1419-7975,https://blog.naver.com/gonggam7975,37.54927444,127.1434555
동물병원 노아,"부산광역시 북구 금곡대로 175 (화명동, 화명2차동원로얄듀크비스타)",월 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 화 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 수 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 목 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 금 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 토 09:30 - 16:30 | 12:30 - 13:30 휴게시간 | 일 정기휴무 (매주 일요일),051-343-7588,https://blog.naver.com/vetnoah99,35.22490311,129.0094757
동물병원 닥터정,경기도 성남시 중원구 산성대로 498 (은행동),월 10:00 - 20:00 | 19:30 접수마감 | 화 10:00 - 20:00 | 19:30 접수마감 | 수 10:00 - 19:00 | 18:30 접수마감 | 목 10:00 - 20:00 | 19:30 접수마감 | 금 10:00 - 20:00 | 19:30 접수마감 | 토 10:00 - 18:00 | 17:30 접수마감 | 일 13:00 - 18:00 | 17:30 접수마감,031-733-9325,,37.45557404,127.1625748
동물병원 돌봄,경기도 성남시 분당구 서판교로 160 (판교동),월 정기휴무 (매주 월요일) | 화 10:00 - 19:30 | 수 10:00 - 19:30 | 목 10:00 - 19:30 | 금 10:00 - 19:30 | 토 10:00 - 17:30 | 12:00 - 13:00 휴게시간 | 일 정기휴무 (매주 일요일),0507-1484-5608,https://blog.naver.com/jokyul0124,37.40025711,127.0948029
동물병원 산책,부산광역시 금정구 부곡온천천로 150 (부곡동),월 09:30 - 19:00 | 12:30 - 14:00 휴게시간 | 화 09:30 - 20:00 | 12:30 - 14:00 휴게시간 | 수 09:30 - 14:00 | 목 09:30 - 19:00 | 12:30 - 14:00 휴게시간 | 금 09:30 - 18:20 | 12:30 - 14:00 휴게시간 | 토 09:30 - 14:00 | 일 정기휴무 (매주 일요일),0507-1421-0209,http://blog.naver.com/soappuppy,35.23950577,129.0886688
동물병원 산책,경기도 양평군 양평읍 중앙로343번길 49,월 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 화 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 수 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 목 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 금 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 토 09:30 - 14:00 | 일 정기휴무 (매주 일요일),031-773-8275,,37.49605179,127.4948044
동물병원 움,서울특별시 은평구 불광로 59 (불광동),매일 10:00 - 20:00 | 13:00 - 14:00 휴게시간,02-6956-7599,https://blog.naver.com/um7599,37.61233521,126.9317398
동물병원 위드,서울특별시 강북구 덕릉로41길 79 (번동),월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 16:00 | 일 정기휴무 (매주 일요일),02-904-0075,,37.63479996,127.0226059
동물병원 위드펫,경상남도 사천시 사천읍 동문로 37,,055-855-1275,,35.08143616,128.0966339
동물병원Be,경기도 부천시 소사구 범안로22번길 55 (괴안동),,032-349-7975,,37.47688293,126.8080673
동물병원다움,충청남도 논산시 가야곡면 탑정로 900,월 09:30 - 18:00 | 12:30 - 13:30 휴게시간 | 17:30 접수마감 | 화 09:30 - 18:00 | 12:30 - 13:30 휴게시간 | 17:30 접수마감 | 수 정기휴무 (매주 수요일) | 목 09:30 - 18:00 | 12:30 - 13:30 휴게시간 | 17:30 접수마감 | 금 09:30 - 18:00 | 12:30 - 13:30 휴게시간 | 17:30 접수마감 | 토 09:30 - 14:00 | 13:30 접수마감 | 일 정기휴무 (매주 일요일),0507-1416-2023,https://blog.naver.com/dawoom2020,35.17145157,126.8987274
동물병원닥터스,충청남도 천안시 서북구 불당7길 25-1 (불당동),월 09:30 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 화 09:30 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 수 09:30 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 목 09:30 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 금 09:30 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 토 09:30 - 17:00 | 12:00 - 13:00 휴게시간 | 16:30 접수마감 | 일 정기휴무 (매주 일요일),041-562-1220,https://ahdrs.modoo.at,36.80313873,127.1120605
동물병원도담도담,제주특별자치도 서귀포시 남원읍 태위로723번길 31-11,월 09:00 - 19:00 | 12:30 - 13:30 휴게시간 | 화 09:00 - 19:00 | 12:30 - 13:30 휴게시간 | 수 09:00 - 19:00 | 12:30 - 13:30 휴게시간 | 목 09:00 - 19:00 | 12:30 - 13:30 휴게시간 | 금 09:00 - 19:00 | 12:30 - 13:30 휴게시간 | 토 10:00 - 16:00 | 12:30 - 13:30 휴게시간 | 일 정기휴무 (매주 일요일),064-764-7543,,33.28174973,126.720993
동물병원루니,"경기도 성남시 분당구 미금로 251 (금곡동, 청솔마을)",월 09:30 - 20:00 | 13:00 - 14:00 휴게시간 | 화 09:30 - 18:30 | 13:00 - 14:00 휴게시간 | 수 09:30 - 18:30 | 13:00 - 14:00 휴게시간 | 목 09:30 - 20:00 | 13:00 - 14:00 휴게시간 | 금 09:30 - 18:30 | 13:00 - 14:00 휴게시간 | 토 09:30 - 17:00 | 13:00 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),031-719-9545,,37.35242844,127.1101227
동물병원알루,서울특별시 송파구 법원로4길 6 (문정동),월 정기휴무 (매주 월요일) | 화 09:30 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 수 09:30 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 목 09:30 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 금 09:30 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 토 09:30 - 21:00 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 일 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 18:00 접수마감,0507-1336-3270,http://instagram.com/animalslikeus_alu,37.48226929,127.1221008
동물병원이음,경기도 용인시 기흥구 흥덕2로75번길 25-3 (영덕동),월(8/26) 휴무 | 화(8/27) 휴무 | 수(8/28) 휴무 | 목(8/29) 휴무 | 금(8/30) 휴무 | 토 10:00 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 일 10:00 - 19:00 | 12:00 - 13:00 휴게시간 | 18:30 접수마감,031-213-7572,,37.27407837,127.0714035
동물사랑동물병원,인천광역시 연수구 학나래로6번길 34 (선학동),,032-816-5457,,37.4244957,126.6979675
동물사랑동물병원,경기도 안산시 단원구 선부로 195 (선부동),월 09:00 - 20:00 | 12:30 - 13:30 휴게시간 | 화 09:00 - 20:00 | 12:30 - 13:30 휴게시간 | 수 09:00 - 20:00 | 12:30 - 13:30 휴게시간 | 목 09:00 - 20:00 | 12:30 - 13:30 휴게시간 | 금 09:00 - 20:00 | 12:30 - 13:30 휴게시간 | 토 09:00 - 18:00 | 12:30 - 13:30 휴게시간 | 일 10:00 - 18:00 | 12:30 - 13:30 휴게시간,031-413-4402,https://blog.naver.com/ds-ah,37.34185028,126.8166962
동물사랑동물병원,서울특별시 마포구 월드컵로11길 73-8 (망원동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정보없음,0507-1402-0015,,37.55542374,126.9103546
동물사랑동물병원,경기도 수원시 팔달구 일월로22번길 15 (화서동),월 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 화 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 수 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 목 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 금 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 토 10:00 - 18:00 | 일 정기휴무 (매주 일요일),031-298-7502,,37.28586578,126.9805984
동물사랑병원,"경기도 부천시 원미구 도약로308번길 39 (도당동, 스타파크101)",월 10:00 - 18:00 | 화 10:00 - 18:00 | 수 10:00 - 18:00 | 목 10:00 - 18:00 | 금 10:00 - 18:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일),032-323-8275,https://blog.naver.com/petclinic2007,37.51251984,126.7538681
동물에반하다동물병원,인천광역시 서구 크리스탈로102번길 22 (청라동),월 10:00 - 21:30 | 13:00 - 14:00 휴게시간 | 21:00 접수마감 | 화 10:00 - 21:30 | 13:00 - 14:00 휴게시간 | 21:00 접수마감 | 수 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 목 정기휴무 (매주 목요일) | 금 10:00 - 21:30 | 13:00 - 14:00 휴게시간 | 21:00 접수마감 | 토 10:00 - 21:30 | 13:00 - 14:00 휴게시간 | 21:00 접수마감 | 일 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 18:30 접수마감,032-713-8275,https://blog.naver.com/dongban8275,37.53385925,126.6392136
동물은내친구,서울특별시 동작구 사당로 252 (사당동),,02-582-7708,,37.48314285,126.9757919
동물은내친구동물병원,경기도 안산시 상록구 반석로4길 9 (본오동),월 09:30 - 19:30 | 12:00 - 13:00 휴게시간 | 화 09:30 - 19:30 | 12:00 - 13:00 휴게시간 | 수 09:30 - 19:30 | 12:00 - 13:00 휴게시간 | 목 09:30 - 19:30 | 12:00 - 13:00 휴게시간 | 금 09:30 - 19:30 | 12:00 - 13:00 휴게시간 | 토 09:30 - 19:30 | 12:00 - 13:00 휴게시간 | 일 10:00 - 18:00 | 12:00 - 13:00 휴게시간,031-416-0075,,37.29814529,126.861557
동물을사랑하는사람들,서울특별시 강북구 도봉로98길 56 (번동),월 10:00 - 19:30 | 19:20 접수마감 | 화 10:00 - 19:30 | 19:20 접수마감 | 수 10:00 - 19:30 | 19:20 접수마감 | 목 10:00 - 19:30 | 19:20 접수마감 | 금 10:00 - 19:30 | 19:20 접수마감 | 토 10:00 - 17:30 | 17:20 접수마감 | 일 정기휴무 (매주 일요일),02-990-7588,,37.64089966,127.0327072
동물의료센터Dr.DOG,경기도 고양시 일산동구 일산로394번길 5-9 (정발산동),매일 00:00 - 24:00 ,0507-1497-0339,https://blog.naver.com/drdogamc,37.67064667,126.7810211
동물의왕국동물병원,인천광역시 남동구 문화로 65 (구월동),월 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 화 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 수 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 목 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 금 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 토 10:00 - 15:00 | 일 정기휴무 (매주 일요일),032-439-0039,,37.44491959,126.6987305
동물제중원금손이,서울특별시 서초구 서초대로 124 (방배동),월 10:00 - 18:30 | 12:30 - 14:00 휴게시간 | 17:00 접수마감 | 화 10:00 - 18:30 | 12:30 - 14:00 휴게시간 | 17:00 접수마감 | 수 10:00 - 18:30 | 12:30 - 14:00 휴게시간 | 17:00 접수마감 | 목 10:00 - 18:30 | 12:30 - 14:00 휴게시간 | 17:00 접수마감 | 금 10:00 - 18:30 | 12:30 - 14:00 휴게시간 | 17:00 접수마감 | 토 10:00 - 18:00 | 12:30 - 14:00 휴게시간 | 16:30 접수마감 | 일 정기휴무 (매주 일요일),02-581-5500,,37.4881134,126.9960709
동물한의원 부영동물병원,경기도 남양주시 다산중앙로123번길 22-8 (다산동),월 11:00 - 18:00 | 13:00 - 14:00 휴게시간 | 화 11:00 - 18:00 | 13:00 - 14:00 휴게시간 | 수 15:00 - 18:00 | 목 11:00 - 18:00 | 13:00 - 14:00 휴게시간 | 금 12:00 - 18:00 | 13:00 - 14:00 휴게시간 | 토 11:00 - 15:00 | 13:00 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),031-565-7582,https://blog.naver.com/herb_dogtor,37.62429047,127.1510315
동백동물병원,경기도 용인시 기흥구 동백5로 21-11 (중동),월 10:00 - 19:30 | 13:00 - 14:00 휴게시간 | 화 10:00 - 19:30 | 13:00 - 14:00 휴게시간 | 수 10:00 - 19:30 | 13:00 - 14:00 휴게시간 | 목 10:00 - 19:30 | 13:00 - 14:00 휴게시간 | 금 10:00 - 19:30 | 13:00 - 14:00 휴게시간 | 토 10:00 - 17:00 | 13:00 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),031-693-8627,,37.27738953,127.1526031
동부동물병원,경상북도 경산시 박물관로 17 (사동),,053-853-5533,,35.81616592,128.7608795
동부종합동물병원,전북특별자치도 전주시 완산구 기린대로 139 (경원동3가),,063-231-2455,,35.82098007,127.1520996
동산동물병원,부산광역시 강서구 명지국제12로19번길 3 (명지동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정보없음,054-531-0788,,36.41597748,128.1629639
동산동물병원,울산광역시 중구 중앙길 63 (성남동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일),053-254-3366,,35.87311935,128.5877838
동산동물병원,인천광역시 동구 동산로 78-1 (송림동),,032-763-7833,,37.47444916,126.6461487
동삼동물병원,강원특별자치도 춘천시 동내면 영서로 1786,,033-261-8175,,37.83627319,127.7601318
동서울동물병원,서울특별시 광진구 아차산로 493 (광장동),,02-444-7533,,37.54177094,127.0962067
동수동물병원,전라남도 구례군 토지면 섬진강대로 4310-29,월 09:30 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 화 09:30 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 수 09:30 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 목 09:30 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 금 09:30 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 토 09:30 - 17:30 | 13:00 - 14:00 휴게시간 | 17:00 접수마감 | 일 정기휴무 (매주 일요일),032-511-5338,,37.49087524,126.7270432
동수사랑동물병원,인천광역시 부평구 경인로 887 (부평동),월 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 화 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 수 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 목 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 금 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 토 09:30 - 18:00 | 13:00 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),032-344-5554,,37.48582077,126.7186966
동수원동물병원,경기도 수원시 권선구 동수원로242번길 6 (권선동),월 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 화 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 수 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 목 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 금 09:30 - 18:30 | 12:30 - 13:30 휴게시간 | 토 09:30 - 15:00 | 12:30 - 13:30 휴게시간 | 일 정기휴무 (매주 일요일),031-237-1212,https://blog.naver.com/dnvet,37.25094223,127.0350037
동심동물병원,제주특별자치도 제주시 노연로 141 (연동),,064-744-1030,,33.48590088,126.4952545
동아동물병원,제주특별자치도 서귀포시 성산읍 서성일로 1239,월 09:00 - 17:30 | 12:00 - 13:30 휴게시간 | 화 09:00 - 17:30 | 12:00 - 13:30 휴게시간 | 수 09:00 - 17:30 | 12:00 - 13:30 휴게시간 | 목 09:00 - 17:30 | 12:00 - 13:30 휴게시간 | 금 09:00 - 17:30 | 12:00 - 13:30 휴게시간 | 토 09:00 - 12:00 | 일 정기휴무 (매주 일요일),064-782-1175,,33.44709778,126.9109039
동암동물병원,인천광역시 남동구 백범로 469 (간석동),월 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 화 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 수 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 목 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 금 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 토 10:00 - 18:00 | 13:00 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),0507-1439-5535,https://blog.naver.com/wave2,37.46834564,126.6990662
동양축산,경상북도 경주시 감포읍 감포로 329-32,월 10:00 - 18:50 | 화 10:00 - 18:50 | 수 10:00 - 18:50 | 목 10:00 - 18:50 | 금 10:00 - 18:50 | 토 10:30 - 14:00 | 일 정기휴무 (매주 일요일),0507-1480-3003,,35.20730591,129.0816803
동원동물병원,경상남도 사천시 사천읍 진삼로 1527,,055-852-0797,,35.08766556,128.0852203
동원동물병원,경상북도 문경시 중앙로 201 (흥덕동),,054-552-1663,,36.60244751,128.2036438
동은동물병원,경상북도 영주시 선비로 280-1 (영주동),,054-636-5757,,36.8288269,128.6154175
동인동물병원,대구광역시 중구 국채보상로 724 (동인동4가),월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 18:30 | 일 정기휴무 (매주 일요일),053-424-4258,,35.86839294,128.6096802
동인동물병원,경기도 남양주시 호평로 63 (호평동),월 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 화 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 수 정기휴무 (매주 수요일) | 목 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 금 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 토 10:00 - 17:00 | 13:00 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),031-592-8275,,37.65627289,127.2470245
동주동물병원,강원특별자치도 철원군 동송읍 이평2로10번길 17,,033-455-7518,,38.20683289,127.2212372
동진동물병원,전북특별자치도 김제시 중앙로 78 (요촌동),,063-547-4418,,35.80491638,126.8844986
동진동물약품,경기도 남양주시 화도읍 경춘로 1969-9,,031-593-9405,,37.65142822,127.3069992
동천동물병원,대구광역시 북구 동천로24길 3 (동천동),월 10:00 - 20:00 | 12:30 - 14:30 휴게시간 | 화 10:00 - 20:00 | 12:30 - 14:30 휴게시간 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 12:30 - 14:30 휴게시간 | 금 10:00 - 20:00 | 12:30 - 14:30 휴게시간 | 토 10:00 - 17:30 | 12:30 - 14:30 휴게시간 | 일 10:00 - 17:30 | 12:30 - 14:30 휴게시간,053-323-8875,https://blog.naver.com/dongchunamc,35.94209671,128.5609283
동탄24시동물의료센터,경기도 화성시 동탄지성로412번길 2 (반월동),월 00:00 - 24:00 | 화 00:00 - 24:00 | 수 00:00 - 24:00 | 목 00:00 - 24:00 | 금 00:00 - 24:00 | 토 00:00 - 24:00 | 일 00:00 - 24:00,0507-1373-7579,https://blog.naver.com/dongtan24amc,37.20497131,127.0739594
동탄동물병원,경기도 화성시 동탄지성로 133 (능동),월 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 화 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 수 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 목 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 금 09:30 - 19:00 | 12:30 - 13:30 휴게시간 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일),0507-1376-8831,https://blog.naver.com/dongtanvet,37.2091217,127.0607376
동탄중앙동물병원,광주광역시 남구 서문대로 339 (임암동),월 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:20 접수마감 | 화 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:20 접수마감 | 수 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:20 접수마감 | 목 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:20 접수마감 | 금 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:20 접수마감 | 토 10:00 - 18:00 | 13:00 - 14:00 휴게시간 | 17:20 접수마감 | 일 정기휴무 (매주 일요일),0507-1332-7524,https://litt.ly/dtjoongang,37.20033646,127.1131363
동편동물병원,경기도 안양시 동안구 동편로27번길 7 (관양동),월 11:00 - 19:00 | 화 14:00 - 20:00 | 수 14:00 - 20:00 | 목 14:00 - 20:00 | 금 14:00 - 20:00 | 토 10:00 - 20:00 | 일 15:00 - 19:00,0507-1402-8661,http://www.dongpyeon.com/,37.40671158,126.9721146
동해동물병원,강원특별자치도 동해시 중앙로 214 (천곡동),월 09:30 - 18:00 | 13:00 - 14:30 휴게시간 | 화 09:30 - 18:00 | 13:00 - 14:30 휴게시간 | 수 09:30 - 18:00 | 13:00 - 14:30 휴게시간 | 목 09:30 - 18:00 | 13:00 - 14:30 휴게시간 | 금 09:30 - 18:00 | 13:00 - 14:30 휴게시간 | 토 10:00 - 13:00 | 일 08:10 - 08:20,033-532-7886,http://cafe.daum.net/donghaeanimalhos,37.51992798,129.1157684
동행동물병원,강원특별자치도 원주시 신림면 구학산로 1874,월 09:30 - 20:00 | 13:30 - 14:30 휴게시간 | 화 09:30 - 20:00 | 13:30 - 14:30 휴게시간 | 수 09:30 - 20:00 | 13:30 - 14:30 휴게시간 | 목 09:30 - 20:00 | 13:30 - 14:30 휴게시간 | 금 09:30 - 20:00 | 13:30 - 14:30 휴게시간 | 토 09:30 - 20:00 | 13:30 - 14:30 휴게시간 | 일 09:30 - 20:00 | 13:30 - 14:30 휴게시간,0507-1310-9816,https://blog.naver.com/donghang1004,37.60803604,126.7247162
동행동물병원,광주광역시 북구 설죽로 298 (오치동),월 09:30 - 17:30 | 12:30 - 13:30 휴게시간 | 화 09:30 - 17:30 | 12:30 - 13:30 휴게시간 | 수 정기휴무 (매주 수요일) | 목 09:30 - 17:30 | 12:30 - 13:30 휴게시간 | 금 09:30 - 17:30 | 12:30 - 13:30 휴게시간 | 토 09:30 - 16:30 | 12:30 - 13:30 휴게시간 | 일 정기휴무 (매주 일요일),062-251-7582,http://www.dhamc.co.kr/,35.18618774,126.8985977
24시 동행동물의료센터,부산광역시 북구 금곡대로 126 (덕천동),매일 00:00 - 24:00 ,051-908-7575,https://blog.naver.com/dh-amc7575,35.22011185,129.0081482
동현동물병원,경기도 광주시 경안천로183번길 5 (송정동),매일 09:00 - 22:00 ,031-768-7599,,37.41415405,127.2608109
동호동물병원,경상남도 의령군 의령읍 백산로3길 3,,,,35.32180023,128.2652588
두남자동물병원,대구광역시 달서구 월배로69길 48 (송현동),"월 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 12:45, 18:45 접수마감 | 화 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 12:45, 18:45 접수마감 | 수 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 12:45, 18:45 접수마감 | 목 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 12:45, 18:45 접수마감 | 금 09:30 - 19:00 | 13:00 - 14:00 휴게시간 | 12:45, 18:45 접수마감 | 토 09:30 - 17:00 | 13:00 - 14:00 휴게시간 | 12:45, 16:45 접수마감 | 일 09:30 - 17:00 | 13:00 - 14:00 휴게시간 | 12:45, 16:45 접수마감",0507-1466-7597,https://blog.naver.com/twomenvh,35.81311035,128.5198822
두루동물병원,강원특별자치도 원주시 만대로 166 (무실동),월 09:00 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 화 09:00 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 수 09:00 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 목 09:00 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 금 09:00 - 19:30 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 토 09:00 - 15:00 | 14:30 접수마감 | 일 정기휴무 (매주 일요일),033-744-6722,https://blog.naver.com/duruah,37.3336792,127.922348
두루동물병원,서울특별시 강동구 구천면로 498-1 (명일동),월 10:00 - 20:00 | 12:00 - 13:00 휴게시간 | 화 10:00 - 20:00 | 12:00 - 13:00 휴게시간 | 수 10:00 - 20:00 | 12:00 - 13:00 휴게시간 | 목 10:00 - 20:00 | 12:00 - 13:00 휴게시간 | 금 10:00 - 20:00 | 12:00 - 13:00 휴게시간 | 토 10:00 - 18:00 | 12:00 - 13:00 휴게시간 | 일 정기휴무 (매주 일요일),02-442-7772,,37.54901123,127.1536789
두류동물병원,대구광역시 달서구 성당로21길 22 (성당동),월 09:30 - 18:30 | 12:30 - 14:00 휴게시간 | 화 09:30 - 18:30 | 12:30 - 14:00 휴게시간 | 수 09:30 - 18:30 | 12:30 - 14:00 휴게시간 | 목 09:30 - 18:30 | 12:30 - 14:00 휴게시간 | 금 09:30 - 18:30 | 12:30 - 14:00 휴게시간 | 토 09:30 - 16:00 | 12:30 - 14:00 휴게시간 | 일 정기휴무 (매주 일요일),053-622-7585,,35.83933258,128.5585022
두리동물병원,서울특별시 서초구 반포대로 287 (반포동),월 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 화 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 수 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 목 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 금 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 토 10:00 - 18:00 | 13:00 - 14:00 휴게시간 | 17:00 접수마감 | 일 정기휴무 (매주 일요일),0507-1404-7522,,37.50432968,127.001091
두리동물병원,서울특별시 송파구 성내천로 229 (마천동),,02-449-8575,,37.49951553,127.1531296
